ID,Primary Thematic,Secondary Thematic,Platform,Content Family,Content Types,Owner Team,Author Team,Contact Team,Content Name (EN),Content Name (FR),Content Version,Default Language,Other Languages,Status,Creation Date,Published Date,Last Update Date,Next Review Date,Content Description,Activities,Audience,Data Classification,Periodicity,Key Words,Comms GPT?,Pre-Archiving?,Content Published Link,Content - Event Name,Content - Persons,Content - Geo,Content - BNPP Entities,Content - Times,Content - Cause,Content - Consequence,Content - Thematics
MED_123,Innovation,Risk Management,SharePoint,Brand Content,Interactive Content,Press & Media,Marketing,Brand,Digital Banking Infographic — S5,Infographie Banque Digitale — S5,4.0,English,English,Draft,2023-04-09,2024-11-20,2024-12-13,2025-06-13,This media content covers innovation for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Communication,Board;Regulators;Executive Committee,Restricted,One-time,transformation;ESG,No,Yes,https://youtube.bnpparibas.com/123,,,France;Americas,Hello bank!;BNP Paribas Cardif,Long-term,Strategic Decision,Compliance,brand;communication;awareness;digital
MED_124,Data & AI,Innovation,Intranet,Training Series,Email,Communication,HR,Communication,AML Awareness Series — S5,Série Sensibilisation LCB-FT — S5,3.1,French,English;Italian,Under Review,2021-02-07,2023-03-30,2025-04-19,2026-10-17,This media content covers data & ai for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Digital Publishing;Brand Management,Clients;All Employees;Executive Committee,Restricted,Weekly,brand;campaign;social;communication,In Progress,No,https://youtube.bnpparibas.com/124,Brand Event,CIO,Europe,BNP Paribas SA;Cetelem;Nickel,Immediate,,,campaign;social;engagement
MED_125,Data & AI,Finance;Risk Management,Corporate Website;YouTube;Intranet,Brand Content,Podcast,Strategy,Social Media,Social Media,Corporate Social Responsibility Report Video — S5,Vidéo Rapport Responsabilité Sociale des Entreprises — S5,4.0,French,,Draft,2021-09-21,2025-03-12,2024-10-02,2026-05-28,This media content covers data & ai for clients. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement;Digital Publishing,Partners,Internal,Annual,campaign;content;brand;media;digital,In Progress,Yes,https://sharepoint.bnpparibas.com/media/125,Annual Results,CMO;Head of Comms,LATAM;Americas,Cetelem,Medium-term,Internal Initiative,Compliance,transformation;media;awareness
MED_126,Client Experience,Data & AI,Social Media;Intranet,Brand Content,Email,HR,Brand,IT Operations,ESG Social Media Campaign 2024 — S6,Campagne Réseaux Sociaux ESG 2024 — S6,2.2,English,Spanish,Active,2021-12-19,2025-01-18,2025-04-22,2026-06-07,This media content covers client experience for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Communication,Regulators;Managers;Public,Public,Quarterly,communication;engagement;innovation;awareness,Yes,Yes,https://youtube.bnpparibas.com/126,Product Launch,,Global;LATAM,Nickel,Short-term,Client Request,,communication;engagement;innovation;ESG
MED_127,Digital Transformation,Operations;Finance,YouTube;Mass Mailing,Event Coverage,Webinar,Marketing,Press & Media,Communication,Digital Transformation Intranet Series — S6,Série Intranet Transformation Digitale — S6,2.1,English,,Archived,2022-04-07,2024-12-01,2024-05-29,2025-06-22,This media content covers digital transformation for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production;Campaign Management,Clients,Internal,Weekly,campaign;awareness;engagement,Yes,Yes,,,,France;Americas,BNP Paribas CIB,,,,campaign;content
MED_128,Finance,Risk Management;People & Culture,SharePoint,External Campaign,Story,Communication,Communication,Employee Engagement,Compliance Awareness Podcast — S6,Podcast Sensibilisation Conformité — S6,2.1,French,Spanish,Approved,2021-03-28,2024-05-10,2025-02-27,2025-11-27,This media content covers finance for partners. It provides engaging storytelling and brand alignment across digital channels.,Content Production,Clients;Managers,Internal,Quarterly,content;engagement,N/A,Yes,,Digital Day,,Global;Americas,Nickel;Arval,Medium-term,,,media;content;campaign;innovation
MED_129,Digital Transformation,Operations,Social Media;Teams,External Campaign,Video,IT Operations,IT Operations,Strategy,Annual Results Video Campaign — S6,Campagne Vidéo Résultats Annuels — S6,4.1,English,French,Published,2022-07-26,2025-03-02,2024-05-18,2025-06-01,This media content covers digital transformation for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing;Content Production,Regulators;Executive Committee,Public,Quarterly,media;social,In Progress,Yes,,Digital Day,CMO,Global;LATAM,Arval;Cetelem;Nickel,,,,brand;social;engagement
MED_130,Innovation,Risk Management,Mass Mailing;YouTube;Teams,Brand Content,Story,Communication,Data Office,Employee Engagement,HR Onboarding Webinar Series — S6,Série Webinaires Onboarding RH — S6,4.1,English,,Published,2023-03-29,2024-05-27,2024-09-08,2026-06-29,This media content covers innovation for managers. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Communication,Public;Managers,Restricted,One-time,social;engagement;digital,In Progress,Yes,,Townhall,CDO;CMO,France;Europe,Cetelem;Arval,Short-term,Market Evolution,Compliance,social;transformation;communication;brand
MED_131,People & Culture,Data & AI;Innovation,Podcast Platform;SharePoint,Training Series,Webinar,Marketing,Social Media,Communication,Innovation Lab Showcase — S6,Showcase Lab Innovation — S6,1.1,English,French;English;Italian,Under Review,2022-02-16,2023-09-24,2024-04-30,2025-11-18,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Content Production,Managers,Internal,One-time,communication;engagement,No,Yes,https://intranet.bnpparibas.com/media/131,,CIO;CEO,Global,Arval,Long-term,Client Request,Cost Reduction,media;digital;social;awareness
MED_132,Client Experience,Operations;Compliance,Teams;Corporate Website;YouTube,External Campaign,Email,IT Operations,HR,HR,Sustainability Infographic Pack — S6,Pack Infographies Développement Durable — S6,1.0,French,,Active,2021-06-15,2023-07-15,2024-01-27,2025-10-02,This media content covers client experience for partners. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Partners;Clients;Managers,Internal,Monthly,brand;content;campaign,In Progress,Yes,https://youtube.bnpparibas.com/132,,CDO;CMO,LATAM;Europe,Arval;Hello bank!,Short-term,Strategic Decision,,social;ESG;communication;transformation
MED_133,Digital Transformation,People & Culture,Podcast Platform,Editorial Series,Webinar,Strategy,HR,Press & Media,Brand Guidelines Video — S6,Vidéo Charte de la Marque — S6,3.2,French,,Published,2021-04-22,2024-10-12,2024-05-29,2026-07-31,This media content covers digital transformation for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Public;Partners;Regulators,Public,Monthly,communication;campaign;engagement;awareness,N/A,Yes,,,,Americas;France,BNP Paribas SA;Cetelem;BNP Paribas Cardif,,Internal Initiative,,engagement;innovation;brand
MED_134,ESG,Client Experience;People & Culture,Corporate Website,Brand Content,Live Stream,Communication,Brand,Brand,Client Experience Story Series — S6,Série Story Expérience Client — S6,2.0,French,Italian,Under Review,2022-10-16,2023-09-30,2024-07-12,2026-04-15,This media content covers esg for managers. It provides engaging storytelling and brand alignment across digital channels.,Communication,Partners;Executive Committee;Managers,Public,Weekly,transformation;ESG;innovation;awareness,N/A,Yes,https://youtube.bnpparibas.com/134,Annual Results,CMO;CIO,France,Nickel;BNP Paribas SA;Hello bank!,Short-term,Market Evolution,Cost Reduction,campaign;content;brand;innovation
MED_135,Client Experience,Innovation,SharePoint,External Campaign,Podcast,Communication,Employee Engagement,Data Office,Data & AI Awareness Campaign — S6,Campagne Sensibilisation Data & IA — S6,2.0,English,German,Active,2021-03-11,2023-05-07,2024-11-27,2025-08-25,This media content covers client experience for regulators. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Content Production,Executive Committee;Clients,Internal,Weekly,awareness;engagement,In Progress,Yes,,Product Launch,CDO;CMO,Europe,Arval;BNP Paribas SA,Long-term,Strategic Decision,,awareness;transformation
MED_136,Client Experience,Finance,YouTube,Awareness Campaign,Article,Communication,IT Operations,Strategy,Townhall Live Stream 2024 — S6,Live Stream Townhall 2024 — S6,3.1,English,,Published,2022-07-15,2023-12-29,2024-04-19,2026-04-26,This media content covers client experience for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Campaign Management;Communication,Executive Committee;All Employees,Internal,Weekly,awareness;innovation;engagement,N/A,Yes,https://intranet.bnpparibas.com/media/136,Brand Event,,France;Global,BNP Paribas SA,Long-term,Internal Initiative,Client Acquisition,ESG;social
MED_137,Innovation,Client Experience,SharePoint;YouTube,Training Series,Email,Data Office,Press & Media,HR,Green Finance Email Campaign — S6,Campagne Email Finance Verte — S6,1.0,English,,Approved,2021-12-28,2023-07-13,2025-01-05,2025-12-05,This media content covers innovation for partners. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Brand Management;Communication,All Employees;Managers;Public,Restricted,Monthly,communication;engagement;innovation,In Progress,No,,,CMO,LATAM,Arval,Long-term,Client Request,Client Acquisition,ESG;content
MED_138,Client Experience,Risk Management;Digital Transformation,Corporate Website;YouTube,Awareness Campaign,Email,Marketing,IT Operations,Marketing,People & Culture Podcast — S6,Podcast Personnes & Culture — S6,2.1,French,,Archived,2022-09-17,2024-12-04,2024-12-31,2025-12-03,This media content covers client experience for all employees. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Stakeholder Engagement;Brand Management,All Employees;Managers;Board,Confidential,One-time,ESG;communication,Yes,No,,Product Launch,,Americas;Global,BNP Paribas SA;BNP Paribas CIB;Arval,Medium-term,Regulatory Change,Employee Engagement,awareness;brand
MED_139,Client Experience,ESG,Podcast Platform;Teams;YouTube,Event Coverage,Campaign,IT Operations,Strategy,Brand,Cybersecurity Awareness Month — S6,Mois Sensibilisation Cybersécurité — S6,2.1,English,French;Italian,Approved,2021-03-23,2024-11-22,2024-04-20,2025-07-13,This media content covers client experience for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Executive Committee;Clients;Managers,Public,Weekly,brand;engagement;campaign;ESG,In Progress,No,,,CMO,APAC,Cetelem;Arval,Medium-term,Market Evolution,Client Acquisition,brand;engagement
MED_140,ESG,Finance;Innovation,Intranet;Social Media,Event Coverage,Podcast,Strategy,HR,Employee Engagement,EXCO Strategy Presentation Video — S6,Vidéo Présentation COMEX Stratégie — S6,1.2,English,Italian;Spanish,Draft,2022-08-03,2024-10-30,2025-03-07,2025-11-30,This media content covers esg for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production,Clients;Executive Committee,Internal,One-time,communication;campaign;innovation;content;ESG,N/A,Yes,,Townhall,,Global;France,Arval,,Client Request,Client Acquisition,transformation;awareness;media;communication
MED_141,Innovation,Risk Management;People & Culture,Teams,Event Coverage,Webinar,Employee Engagement,Social Media,HR,Diversity & Inclusion Campaign — S6,Campagne Diversité & Inclusion — S6,1.1,English,French;English;Spanish,Active,2022-09-05,2025-02-28,2024-01-25,2025-08-02,This media content covers innovation for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Regulators;Managers,Internal,Ad hoc,communication;content;awareness,In Progress,Yes,https://intranet.bnpparibas.com/media/141,Townhall,CDO;Head of Comms;CIO,France;Americas,Hello bank!;Nickel,Long-term,Market Evolution,Employee Engagement,content;innovation;campaign
MED_142,Digital Transformation,Finance;ESG,Corporate Website;Podcast Platform;Teams,External Campaign,Campaign,Marketing,Communication,Employee Engagement,FinTech Innovation Series — S6,Série Innovation Fintech — S6,4.0,English,Spanish;French,Under Review,2021-12-24,2023-10-04,2025-03-25,2025-09-28,This media content covers digital transformation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Board;Clients,Internal,Annual,social;communication;content,In Progress,Yes,https://intranet.bnpparibas.com/media/142,Digital Day,CMO;CIO,LATAM;APAC,BNP Paribas Cardif,Long-term,,,ESG;awareness;digital;content
MED_143,Innovation,Risk Management;Client Experience,Intranet,Awareness Campaign,Interactive Content,Strategy,Strategy,Data Office,Risk Management Webinar — S6,Webinaire Gestion des Risques — S6,1.0,English,German;English,Active,2022-12-16,2023-08-03,2025-03-25,2025-10-16,This media content covers innovation for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Partners;Board;Executive Committee,Restricted,Monthly,ESG;communication,No,Yes,https://youtube.bnpparibas.com/143,Digital Day,CMO,Middle East;APAC,BNP Paribas CIB;BNP Paribas SA,Medium-term,Internal Initiative,Employee Engagement,innovation;brand;transformation
